Start station,End station,Start date,Start station number,End date,End station number,Account type,Total duration (Seconds)
11th Ave S & S 2nd Street,Chicago Ave & S Washington Ave,111,111,111,111,111,111
11th Ave S & S 2nd Street,Civil Engineering,17,17,17,17,17,17
11th Ave S & S 2nd Street,Coffman Union,50,50,50,50,50,50
11th Ave S & S 2nd Street,Coldwater Spring,1,1,1,1,1,1
11th Ave S & S 2nd Street,Como Ave SE & 29th Ave SE,4,4,4,4,4,4
11th Ave S & S 2nd Street,Como Park Conservatory,2,2,2,2,2,2
11th Ave S & S 2nd Street,Cooke Hall,12,12,12,12,12,12
11th Ave S & S 2nd Street,Curfew Street & Ellis Ave.,6,6,6,6,6,6
11th Ave S & S 2nd Street,Currie Park,30,30,30,30,30,30
11th Ave S & S 2nd Street,Delaware Street SE & 26th Ave SE,22,22,22,22,22,22
11th Ave S & S 2nd Street,Dupont Ave & 22nd Street,8,8,8,8,8,8
11th Ave S & S 2nd Street,Dupont Ave S & W 29th Street,8,8,8,8,8,8
11th Ave S & S 2nd Street,E 38th Street & 42nd Ave S,12,12,12,12,12,12
11th Ave S & S 2nd Street,E Franklin Ave & Bloomington Ave S,10,10,10,10,10,10
11th Ave S & S 2nd Street,East Lake Street & 36th Ave S,18,18,18,18,18,18
11th Ave S & S 2nd Street,Elliot Ave S & E 24th Street,10,10,10,10,10,10
11th Ave S & S 2nd Street,Elliot Hall,57,57,57,57,57,57
11th Ave S & S 2nd Street,Elliot Park,39,39,39,39,39,39
11th Ave S & S 2nd Street,Farview Park,1,1,1,1,1,1
11th Ave S & S 2nd Street,Franklin & 11th Ave,28,28,28,28,28,28
11th Ave S & S 2nd Street,Franklin & 28th Ave,39,39,39,39,39,39
11th Ave S & S 2nd Street,Franklin & Portland,4,4,4,4,4,4
11th Ave S & S 2nd Street,Gateway Park,174,174,174,174,174,174
11th Ave S & S 2nd Street,Girard Ave N & W Broadway Ave,2,2,2,2,2,2
11th Ave S & S 2nd Street,Glenwood Ave & N Morgan Ave,2,2,2,2,2,2
11th Ave S & S 2nd Street,Grand Ave & Fairview Ave,3,3,3,3,3,3
11th Ave S & S 2nd Street,Grant Street & Portland Ave,52,52,52,52,52,52
11th Ave S & S 2nd Street,Groveland Ave & Clifton Place,11,11,11,11,11,11
11th Ave S & S 2nd Street,Hague Ave & Dale Street,3,3,3,3,3,3
11th Ave S & S 2nd Street,Harriet Island,1,1,1,1,1,1
11th Ave S & S 2nd Street,Hennepin & Central Avenue NE,101,101,101,101,101,101
11th Ave S & S 2nd Street,Hennepin & Laurel Ave,25,25,25,25,25,25
11th Ave S & S 2nd Street,Hennepin Ave & S Washington Ave,74,74,74,74,74,74
11th Ave S & S 2nd Street,Hennepin County Government Center,207,207,207,207,207,207
11th Ave S & S 2nd Street,Hiawatha Ave & E 50th Street,9,9,9,9,9,9
11th Ave S & S 2nd Street,IDS Center,82,82,82,82,82,82
11th Ave S & S 2nd Street,Lake Calhoun Center,23,23,23,23,23,23
11th Ave S & S 2nd Street,Lake Como Pavilion,2,2,2,2,2,2
11th Ave S & S 2nd Street,Lake Nokomis,4,4,4,4,4,4
11th Ave S & S 2nd Street,Lake Street & Humboldt,6,6,6,6,6,6
11th Ave S & S 2nd Street,Lake Street & Knox Ave S,19,19,19,19,19,19
11th Ave S & S 2nd Street,Lake Street & West River Parkway,62,62,62,62,62,62
11th Ave S & S 2nd Street,Logan Park,51,51,51,51,51,51
11th Ave S & S 2nd Street,Loring Park,37,37,37,37,37,37
11th Ave S & S 2nd Street,Lyndale Ave S & 22nd Street ,12,12,12,12,12,12
11th Ave S & S 2nd Street,Lyndale Ave S & W 29th Street,13,13,13,13,13,13
11th Ave S & S 2nd Street,MCAD,20,20,20,20,20,20
11th Ave S & S 2nd Street,Macalester College,4,4,4,4,4,4
11th Ave S & S 2nd Street,Malcolm Ave SE & 5th Street SE,71,71,71,71,71,71
11th Ave S & S 2nd Street,Mariucci Arena,47,47,47,47,47,47
11th Ave S & S 2nd Street,Marshall Street NE & 18th Ave NE,8,8,8,8,8,8
11th Ave S & S 2nd Street,Marshall Street NE & 8th Ave NE,31,31,31,31,31,31
11th Ave S & S 2nd Street,Marshall Street NE & Lowry Ave,15,15,15,15,15,15
11th Ave S & S 2nd Street,Mayo Memorial Building,16,16,16,16,16,16
11th Ave S & S 2nd Street,McNamara Center,100,100,100,100,100,100
11th Ave S & S 2nd Street,Midtown Exchange,44,44,44,44,44,44
11th Ave S & S 2nd Street,Midtown Greenway & 5th Ave S,42,42,42,42,42,42
11th Ave S & S 2nd Street,Midtown YWCA,16,16,16,16,16,16
11th Ave S & S 2nd Street,Mill City Quarter,158,158,158,158,158,158
11th Ave S & S 2nd Street,Minneapolis Farmers Market,9,9,9,9,9,9
11th Ave S & S 2nd Street,Minneapolis Park & Recreation Board,30,30,30,30,30,30
11th Ave S & S 2nd Street,Minnehaha Park,55,55,55,55,55,55
11th Ave S & S 2nd Street,Mississippi River Blvd & Summit Ave,11,11,11,11,11,11
11th Ave S & S 2nd Street,Mpls Convention Center,39,39,39,39,39,39
11th Ave S & S 2nd Street,N 4th Ave & W River Parkway,153,153,153,153,153,153
11th Ave S & S 2nd Street,N Victoria Street & University Ave ,1,1,1,1,1,1
11th Ave S & S 2nd Street,N Washington Ave & 9th Ave N,29,29,29,29,29,29
11th Ave S & S 2nd Street,NE Central Ave & NE 14th Ave,4,4,4,4,4,4
11th Ave S & S 2nd Street,Nice Ride World Headquarters,5,5,5,5,5,5
11th Ave S & S 2nd Street,Nicollet & Franklin,18,18,18,18,18,18
11th Ave S & S 2nd Street,Nicollet Ave & W 37th Street,5,5,5,5,5,5
11th Ave S & S 2nd Street,Nicollet Island,71,71,71,71,71,71
11th Ave S & S 2nd Street,Nicollet Mall & Grant Street,19,19,19,19,19,19
11th Ave S & S 2nd Street,North 2nd Street & 4th Ave N,118,118,118,118,118,118
11th Ave S & S 2nd Street,North Mississippi Regional Park,2,2,2,2,2,2
11th Ave S & S 2nd Street,Oak Street Ramp,32,32,32,32,32,32
11th Ave S & S 2nd Street,Park Ave & 4th Street S,132,132,132,132,132,132
11th Ave S & S 2nd Street,Portland Ave & Washington Ave,141,141,141,141,141,141
11th Ave S & S 2nd Street,Riverside Ave & 23rd Ave S,22,22,22,22,22,22
11th Ave S & S 2nd Street,S 5th Street & Nicollet Mall,180,180,180,180,180,180
11th Ave S & S 2nd Street,S 8th Street & 2nd Ave S,94,94,94,94,94,94
11th Ave S & S 2nd Street,SE 3rd Ave & University Ave SE,35,35,35,35,35,35
11th Ave S & S 2nd Street,Sanford Hall,108,108,108,108,108,108
11th Ave S & S 2nd Street,Sherburne Ave & Snelling Ave N,2,2,2,2,2,2
11th Ave S & S 2nd Street,Social Sciences,38,38,38,38,38,38
11th Ave S & S 2nd Street,South 2nd Street & 3rd Ave S,124,124,124,124,124,124
11th Ave S & S 2nd Street,Target Field Station,37,37,37,37,37,37
11th Ave S & S 2nd Street,U of M St. Paul Student Center,9,9,9,9,9,9
11th Ave S & S 2nd Street,Union Depot,4,4,4,4,4,4
11th Ave S & S 2nd Street,University & Bank Street SE,138,138,138,138,138,138
11th Ave S & S 2nd Street,University Ave NE & 12th Ave NE,19,19,19,19,19,19
11th Ave S & S 2nd Street,University Ave SE & Bedford Street SE,6,6,6,6,6,6
11th Ave S & S 2nd Street,University of St. Thomas,1,1,1,1,1,1
11th Ave S & S 2nd Street,W 31st Street & Hennepin Ave S,21,21,21,21,21,21
11th Ave S & S 2nd Street,W 36th Street & W Calhoun Parkway,4,4,4,4,4,4
11th Ave S & S 2nd Street,W 50th Street & W Minnehaha Pkwy,1,1,1,1,1,1
11th Ave S & S 2nd Street,Walker Art Center,35,35,35,35,35,35
11th Ave S & S 2nd Street,Washington & Cedar,107,107,107,107,107,107
11th Ave S & S 2nd Street,Washington & Marquette,118,118,118,118,118,118
11th Ave S & S 2nd Street,Washington Ave N & Cedar Lake Trail,33,33,33,33,33,33
11th Ave S & S 2nd Street,Washington Ave S & 10th Ave S,43,43,43,43,43,43
11th Ave S & S 2nd Street,Washington Ave SE & Union Street SE,178,178,178,178,178,178
11th Ave S & S 2nd Street,Weisman Art Museum,80,80,80,80,80,80
11th Ave S & S 2nd Street,West 15th Street & Willow,72,72,72,72,72,72
11th Ave S & S 2nd Street,West 32nd Street & Bryant Ave S,9,9,9,9,9,9
11th Ave S & S 2nd Street,West 34th Street  & Hennepin Ave S,2,2,2,2,2,2
11th Ave S & S 2nd Street,West 36th Street & Bryant Ave S,7,7,7,7,7,7
11th Ave S & S 2nd Street,Wilder Street & Marshall Ave,7,7,7,7,7,7
11th Ave S & S 2nd Street,Willey Hall,29,29,29,29,29,29
11th Ave S & S 2nd Street,Williamson Hall,55,55,55,55,55,55
11th Ave S & S 2nd Street,Wirth Beach,1,1,1,1,1,1
11th Ave S & S 2nd Street,YWCA Downtown,39,39,39,39,39,39
11th Ave S & S 2nd Street,YWCA Uptown,11,11,11,11,11,11
11th Street & Hennepin,100 Main Street SE,71,71,71,71,71,71
11th Street & Hennepin,10th Street & Nicollet Mall,29,29,29,29,29,29
11th Street & Hennepin,11th Ave S & S 2nd Street,35,35,35,35,35,35
11th Street & Hennepin,11th Street & Hennepin,154,154,154,154,154,154
11th Street & Hennepin,11th Street & Marquette,30,30,30,30,30,30
11th Street & Hennepin,15th Ave SE & 4th Street SE,5,5,5,5,5,5
11th Street & Hennepin,15th Ave SE & Como Ave SE,3,3,3,3,3,3
11th Street & Hennepin,18th Ave Trail & 2nd Street NE,4,4,4,4,4,4
11th Street & Hennepin,22nd Ave NE & California Street NE,2,2,2,2,2,2
11th Street & Hennepin,22nd Ave S & Franklin Ave,6,6,6,6,6,6
11th Street & Hennepin,23rd Ave SE & 6th Street SE,7,7,7,7,7,7
11th Street & Hennepin,23rd Ave SE & University Ave SE,5,5,5,5,5,5
11th Street & Hennepin,25th Street & 33rd Ave S,10,10,10,10,10,10
11th Street & Hennepin,26th Street & Hennepin,33,33,33,33,33,33
11th Street & Hennepin,26th Street & Lyndale,47,47,47,47,47,47
11th Street & Hennepin,27th Ave S & Minnehaha Ave,1,1,1,1,1,1
11th Street & Hennepin,27th Ave SE & University Ave,2,2,2,2,2,2
11th Street & Hennepin,28th Street & Nicollet Ave. S,11,11,11,11,11,11
11th Street & Hennepin,2nd Ave N & N 6th Street,56,56,56,56,56,56
11th Street & Hennepin,2nd Ave N & Washington Ave N,106,106,106,106,106,106
11th Street & Hennepin,2nd Ave S & S 3rd Street,21,21,21,21,21,21
11th Street & Hennepin,2nd Street N & 8th Ave N,36,36,36,36,36,36
11th Street & Hennepin,2nd Street SE & 5th Ave SE,33,33,33,33,33,33
11th Street & Hennepin,3rd Ave S & E 38th Street,3,3,3,3,3,3
11th Street & Hennepin,3rd Street N & 8th Ave N,11,11,11,11,11,11
11th Street & Hennepin,3rd Street NE & Lowry Ave NE,1,1,1,1,1,1
11th Street & Hennepin,46th Street Light Rail Station,27,27,27,27,27,27
11th Street & Hennepin,4th Street & 13th Ave SE,20,20,20,20,20,20
11th Street & Hennepin,4th Street & 17th Ave SE,1,1,1,1,1,1
11th Street & Hennepin,4th Street S & 19th Ave,11,11,11,11,11,11
11th Street & Hennepin,5th Ave N & 4th Street N,12,12,12,12,12,12
11th Street & Hennepin,5th Street NE & 1st Ave NE,12,12,12,12,12,12
11th Street & Hennepin,5th Street NE & 3rd Ave NE,29,29,29,29,29,29
11th Street & Hennepin,6th Ave SE & University Ave,40,40,40,40,40,40
11th Street & Hennepin,7th Street & 4th Ave S,21,21,21,21,21,21
11th Street & Hennepin,7th Street N & Plymouth Ave N,1,1,1,1,1,1
11th Street & Hennepin,7th Street SE & 10th Ave SE,7,7,7,7,7,7
11th Street & Hennepin,9th Street & 4th Ave,33,33,33,33,33,33
11th Street & Hennepin,9th Street N & Hawthorne Ave,34,34,34,34,34,34
11th Street & Hennepin,Bohemian Flats,3,3,3,3,3,3
11th Street & Hennepin,Boom Island Park,11,11,11,11,11,11
11th Street & Hennepin,Broadway & Marshall Street NE,12,12,12,12,12,12
11th Street & Hennepin,Bryant Ave N & West Broadway,1,1,1,1,1,1
11th Street & Hennepin,Carleton Street & University Ave ,2,2,2,2,2,2
11th Street & Hennepin,Central Ave NE & 22nd Ave NE,3,3,3,3,3,3
11th Street & Hennepin,Chicago & 27th Street,19,19,19,19,19,19
11th Street & Hennepin,Chicago Ave & S Washington Ave,29,29,29,29,29,29
11th Street & Hennepin,Civil Engineering,2,2,2,2,2,2
11th Street & Hennepin,Coffman Union,2,2,2,2,2,2
11th Street & Hennepin,Como Ave SE & 29th Ave SE,1,1,1,1,1,1
11th Street & Hennepin,Cooke Hall,1,1,1,1,1,1
11th Street & Hennepin,Currie Park,6,6,6,6,6,6
11th Street & Hennepin,Dale Street N & University Ave,1,1,1,1,1,1
11th Street & Hennepin,Delaware Street SE & 26th Ave SE,2,2,2,2,2,2
11th Street & Hennepin,Dupont Ave & 22nd Street,30,30,30,30,30,30
11th Street & Hennepin,Dupont Ave S & W 29th Street,27,27,27,27,27,27
11th Street & Hennepin,E Franklin Ave & Bloomington Ave S,2,2,2,2,2,2
11th Street & Hennepin,East Lake Street & 36th Ave S,1,1,1,1,1,1
11th Street & Hennepin,Elliot Park,12,12,12,12,12,12
11th Street & Hennepin,Elwood Ave N & Oak Park Ave N,1,1,1,1,1,1
11th Street & Hennepin,Franklin & 11th Ave,2,2,2,2,2,2
11th Street & Hennepin,Franklin & 28th Ave,1,1,1,1,1,1
11th Street & Hennepin,Franklin & Portland,35,35,35,35,35,35
11th Street & Hennepin,Gateway Park,49,49,49,49,49,49
11th Street & Hennepin,Girard Ave N & W Broadway Ave,2,2,2,2,2,2
11th Street & Hennepin,Glenwood Ave & N Morgan Ave,12,12,12,12,12,12
11th Street & Hennepin,Grant Street & Portland Ave,46,46,46,46,46,46
11th Street & Hennepin,Groveland Ave & Clifton Place,160,160,160,160,160,160
11th Street & Hennepin,Hennepin & Central Avenue NE,31,31,31,31,31,31
11th Street & Hennepin,Hennepin & Laurel Ave,120,120,120,120,120,120
11th Street & Hennepin,Hennepin Ave & S Washington Ave,105,105,105,105,105,105
11th Street & Hennepin,Hennepin County Government Center,92,92,92,92,92,92
11th Street & Hennepin,IDS Center,59,59,59,59,59,59
11th Street & Hennepin,Lake Calhoun Center,45,45,45,45,45,45
11th Street & Hennepin,Lake Harriet Bandshell,4,4,4,4,4,4
11th Street & Hennepin,Lake Street & Humboldt,25,25,25,25,25,25
11th Street & Hennepin,Lake Street & Knox Ave S,42,42,42,42,42,42
11th Street & Hennepin,Lake Street & West River Parkway,3,3,3,3,3,3
11th Street & Hennepin,Logan Park,68,68,68,68,68,68
11th Street & Hennepin,Loring Park,218,218,218,218,218,218
11th Street & Hennepin,Lyndale Ave S & 22nd Street ,140,140,140,140,140,140
11th Street & Hennepin,Lyndale Ave S & W 29th Street,37,37,37,37,37,37
11th Street & Hennepin,MCAD,30,30,30,30,30,30
11th Street & Hennepin,Malcolm Ave SE & 5th Street SE,6,6,6,6,6,6
11th Street & Hennepin,Mariucci Arena,3,3,3,3,3,3
11th Street & Hennepin,Marshall Street NE & 18th Ave NE,3,3,3,3,3,3
11th Street & Hennepin,Marshall Street NE & 8th Ave NE,4,4,4,4,4,4
11th Street & Hennepin,Marshall Street NE & Lowry Ave,6,6,6,6,6,6
11th Street & Hennepin,Mayo Memorial Building,1,1,1,1,1,1
11th Street & Hennepin,McNamara Center,6,6,6,6,6,6
11th Street & Hennepin,Midtown Exchange,11,11,11,11,11,11
11th Street & Hennepin,Midtown Greenway & 5th Ave S,6,6,6,6,6,6
11th Street & Hennepin,Midtown YWCA,1,1,1,1,1,1
11th Street & Hennepin,Mill City Quarter,16,16,16,16,16,16
11th Street & Hennepin,Minneapolis Farmers Market,53,53,53,53,53,53
11th Street & Hennepin,Minneapolis Park & Recreation Board,5,5,5,5,5,5
11th Street & Hennepin,Minnehaha Park,2,2,2,2,2,2
11th Street & Hennepin,Mpls Convention Center,13,13,13,13,13,13
11th Street & Hennepin,N 4th Ave & W River Parkway,28,28,28,28,28,28
11th Street & Hennepin,N Victoria Street & University Ave ,1,1,1,1,1,1
11th Street & Hennepin,N Washington Ave & 9th Ave N,21,21,21,21,21,21
11th Street & Hennepin,Nicollet & Franklin,100,100,100,100,100,100
11th Street & Hennepin,Nicollet Ave & W 37th Street,8,8,8,8,8,8
11th Street & Hennepin,Nicollet Island,40,40,40,40,40,40
11th Street & Hennepin,Nicollet Mall & Grant Street,51,51,51,51,51,51
11th Street & Hennepin,North 2nd Street & 4th Ave N,114,114,114,114,114,114
11th Street & Hennepin,Oak Street Ramp,1,1,1,1,1,1
11th Street & Hennepin,Park Ave & 4th Street S,35,35,35,35,35,35
11th Street & Hennepin,Pleasant Ave S &  Lake Street,7,7,7,7,7,7
11th Street & Hennepin,Plymouth Ave N &  N Oliver Ave,4,4,4,4,4,4
11th Street & Hennepin,Portland Ave & Washington Ave,30,30,30,30,30,30
11th Street & Hennepin,Rice Street & University Ave W,1,1,1,1,1,1
11th Street & Hennepin,Riverside Ave & 23rd Ave S,1,1,1,1,1,1
11th Street & Hennepin,S 5th Street & Nicollet Mall,133,133,133,133,133,133
11th Street & Hennepin,S 8th Street & 2nd Ave S,20,20,20,20,20,20
11th Street & Hennepin,SE 3rd Ave & University Ave SE,12,12,12,12,12,12
11th Street & Hennepin,Sanford Hall,13,13,13,13,13,13
11th Street & Hennepin,Social Sciences,4,4,4,4,4,4
11th Street & Hennepin,South 2nd Street & 3rd Ave S,48,48,48,48,48,48
11th Street & Hennepin,Target Field Station,46,46,46,46,46,46
11th Street & Hennepin,U of M St. Paul Student Center,1,1,1,1,1,1
11th Street & Hennepin,University & Bank Street SE,104,104,104,104,104,104
11th Street & Hennepin,University Ave NE & 12th Ave NE,8,8,8,8,8,8
11th Street & Hennepin,Upton Ave S & Sheridan Ave S,5,5,5,5,5,5
11th Street & Hennepin,W 31st Street & Hennepin Ave S,32,32,32,32,32,32
11th Street & Hennepin,W 36th Street & W Calhoun Parkway,8,8,8,8,8,8
11th Street & Hennepin,Walker Art Center,146,146,146,146,146,146
11th Street & Hennepin,Washington & Cedar,11,11,11,11,11,11
11th Street & Hennepin,Washington & Marquette,15,15,15,15,15,15
11th Street & Hennepin,Washington Ave N & Cedar Lake Trail,76,76,76,76,76,76
11th Street & Hennepin,Washington Ave S & 10th Ave S,10,10,10,10,10,10
11th Street & Hennepin,Washington Ave SE & Union Street SE,1,1,1,1,1,1
11th Street & Hennepin,West 15th Street & Willow,232,232,232,232,232,232
11th Street & Hennepin,West 32nd Street & Bryant Ave S,7,7,7,7,7,7
11th Street & Hennepin,West 34th Street  & Hennepin Ave S,2,2,2,2,2,2
11th Street & Hennepin,West 36th Street & Bryant Ave S,39,39,39,39,39,39
11th Street & Hennepin,West Broadway & Logan Ave N,2,2,2,2,2,2
11th Street & Hennepin,Willey Hall,2,2,2,2,2,2
11th Street & Hennepin,Wirth Beach,8,8,8,8,8,8
11th Street & Hennepin,YWCA Downtown,35,35,35,35,35,35
11th Street & Hennepin,YWCA Uptown,26,26,26,26,26,26
11th Street & Marquette,100 Main Street SE,95,95,95,95,95,95
11th Street & Marquette,10th Street & Nicollet Mall,38,38,38,38,38,38
11th Street & Marquette,11th Ave S & S 2nd Street,64,64,64,64,64,64
11th Street & Marquette,11th Street & Hennepin,56,56,56,56,56,56
11th Street & Marquette,11th Street & Marquette,316,316,316,316,316,316
11th Street & Marquette,15th Ave SE & 4th Street SE,1,1,1,1,1,1
11th Street & Marquette,15th Ave SE & Como Ave SE,2,2,2,2,2,2
11th Street & Marquette,22nd Ave S & Franklin Ave,2,2,2,2,2,2
11th Street & Marquette,23rd Ave SE & 6th Street SE,2,2,2,2,2,2
11th Street & Marquette,23rd Ave SE & University Ave SE,1,1,1,1,1,1
11th Street & Marquette,25th Street & 33rd Ave S,5,5,5,5,5,5
11th Street & Marquette,26th Street & Hennepin,13,13,13,13,13,13
11th Street & Marquette,26th Street & Lyndale,13,13,13,13,13,13
11th Street & Marquette,27th Ave S & Minnehaha Ave,1,1,1,1,1,1
11th Street & Marquette,27th Ave SE & University Ave,2,2,2,2,2,2
11th Street & Marquette,28th Street & Nicollet Ave. S,19,19,19,19,19,19
11th Street & Marquette,2nd Ave N & N 6th Street,109,109,109,109,109,109
11th Street & Marquette,2nd Ave N & Washington Ave N,81,81,81,81,81,81
11th Street & Marquette,2nd Ave S & S 3rd Street,33,33,33,33,33,33
11th Street & Marquette,2nd Street N & 8th Ave N,8,8,8,8,8,8
11th Street & Marquette,2nd Street SE & 5th Ave SE,7,7,7,7,7,7
11th Street & Marquette,3rd Street N & 8th Ave N,9,9,9,9,9,9
11th Street & Marquette,3rd Street NE & Lowry Ave NE,2,2,2,2,2,2
11th Street & Marquette,4th Street & 13th Ave SE,10,10,10,10,10,10
11th Street & Marquette,4th Street & 17th Ave SE,1,1,1,1,1,1
11th Street & Marquette,4th Street S & 19th Ave,11,11,11,11,11,11
11th Street & Marquette,5th Ave N & 4th Street N,7,7,7,7,7,7
11th Street & Marquette,5th Street NE & 1st Ave NE,4,4,4,4,4,4
11th Street & Marquette,5th Street NE & 3rd Ave NE,4,4,4,4,4,4
11th Street & Marquette,6th Ave SE & University Ave,29,29,29,29,29,29
11th Street & Marquette,7th Street & 4th Ave S,12,12,12,12,12,12
11th Street & Marquette,7th Street SE & 10th Ave SE,4,4,4,4,4,4
11th Street & Marquette,9th Street & 4th Ave,9,9,9,9,9,9
11th Street & Marquette,9th Street N & Hawthorne Ave,20,20,20,20,20,20
11th Street & Marquette,Bohemian Flats,13,13,13,13,13,13
11th Street & Marquette,Boom Island Park,11,11,11,11,11,11
11th Street & Marquette,Broadway & Marshall Street NE,6,6,6,6,6,6
11th Street & Marquette,Bryant Ave N & West Broadway,1,1,1,1,1,1
11th Street & Marquette,Central Ave NE & 22nd Ave NE,3,3,3,3,3,3
11th Street & Marquette,Chicago & 27th Street,4,4,4,4,4,4
11th Street & Marquette,Chicago Ave & S Washington Ave,38,38,38,38,38,38
11th Street & Marquette,Coffman Union,4,4,4,4,4,4
11th Street & Marquette,Cooke Hall,1,1,1,1,1,1
11th Street & Marquette,Curfew Street & Ellis Ave.,1,1,1,1,1,1
11th Street & Marquette,Currie Park,1,1,1,1,1,1
11th Street & Marquette,Dupont Ave & 22nd Street,7,7,7,7,7,7
11th Street & Marquette,Dupont Ave S & W 29th Street,8,8,8,8,8,8
11th Street & Marquette,E 38th Street & 42nd Ave S,1,1,1,1,1,1
11th Street & Marquette,E Franklin Ave & Bloomington Ave S,3,3,3,3,3,3
11th Street & Marquette,Elliot Ave S & E 24th Street,6,6,6,6,6,6
11th Street & Marquette,Elliot Hall,4,4,4,4,4,4
11th Street & Marquette,Elliot Park,14,14,14,14,14,14
11th Street & Marquette,Franklin & 11th Ave,2,2,2,2,2,2
11th Street & Marquette,Franklin & Portland,7,7,7,7,7,7
11th Street & Marquette,Gateway Park,15,15,15,15,15,15
11th Street & Marquette,Glenwood Ave & N Morgan Ave,4,4,4,4,4,4
11th Street & Marquette,Grant Street & Portland Ave,62,62,62,62,62,62
11th Street & Marquette,Groveland Ave & Clifton Place,117,117,117,117,117,117
11th Street & Marquette,Hennepin & Central Avenue NE,23,23,23,23,23,23
11th Street & Marquette,Hennepin & Laurel Ave,22,22,22,22,22,22
